corpus,liberal_score,tsne_x,tsne_y
Bible (KJV),0.18341302871704102,12.797126,-7.1804466
Bible (KJV),0.12944763898849487,13.781602,-6.337602
Bible (KJV),0.18236470222473145,4.695225,1.6163498
Bible (KJV),0.16392731666564941,5.3658876,-7.2233634
Bible (KJV),0.14224696159362793,-6.092432,1.3328029
Bible (KJV),0.08258073776960373,6.1780586,3.4670393
Bible (KJV),0.08769622445106506,3.2669117,-4.7246428
Bible (KJV),0.18599726259708405,6.0378394,2.8230073
Bible (KJV),0.13391567766666412,5.2845964,0.78530866
Bible (KJV),0.11246399581432343,3.8504565,-4.012118
Bible (KJV),0.05735945701599121,10.994625,0.18013787
Bible (KJV),0.1633632332086563,6.2394304,-4.0343256
Bible (KJV),0.07690189778804779,1.3967596,-0.24424823
Bible (KJV),0.13354629278182983,7.6253495,-3.3956392
Bible (KJV),0.09087865054607391,16.618847,2.179475
Bible (KJV),0.04448964446783066,16.507244,7.503994
Bible (KJV),0.08964933454990387,4.091036,3.3655808
Bible (KJV),0.1303023099899292,4.984028,-7.872481
Bible (KJV),0.1202307865023613,4.0539656,4.1282873
Bible (KJV),0.15329378843307495,6.4160724,0.9338323
Bible (KJV),0.10951396822929382,16.49186,7.4901867
Bible (KJV),0.026848191395401955,-4.1661296,1.6065413
Bible (KJV),0.09819579124450684,2.9297273,1.7786156
Bible (KJV),0.08887900412082672,2.0917156,2.2581556
Bible (KJV),0.02228676527738571,11.548734,15.009541
Bible (KJV),0.06672172248363495,-3.8917954,4.362037
Bible (KJV),0.044104792177677155,-4.0315666,2.0234888
Bible (KJV),0.034800902009010315,-2.13297,3.137837
Bible (KJV),0.13854902982711792,-2.1176178,3.2606578
Bible (KJV),0.0706295296549797,0.742475,4.116082
Bible (KJV),0.16068902611732483,2.3792038,4.178915
Bible (KJV),0.2065354585647583,15.579359,-1.0527006
Bible (KJV),0.15705186128616333,13.528136,-2.9647298
Bible (KJV),0.1264629065990448,12.477264,-1.5647168
Bible (KJV),0.10216200351715088,9.204125,-1.2230043
Bible (KJV),0.14399564266204834,8.984232,-1.2607818
Bible (KJV),0.13144832849502563,13.735521,4.11964
Bible (KJV),0.01984909549355507,4.4254866,5.980374
Bible (KJV),0.036064088344573975,1.2575248,8.63215
Bible (KJV),0.08425717055797577,10.295996,-3.1638117
Bible (KJV),0.08471973240375519,8.653104,4.193655
Bible (KJV),0.009774856269359589,3.8746872,6.4299483
Bible (KJV),0.023708507418632507,-9.923277,15.480989
Bible (KJV),0.022712504491209984,8.54402,1.8361773
Bible (KJV),0.01613178662955761,9.932311,6.9078026
Bible (KJV),-0.0398935005068779,-5.0299287,7.6307726
Bible (KJV),0.026135366410017014,-0.52689093,1.3872049
Bible (KJV),0.021563781425356865,-0.8700238,1.7326266
Bible (KJV),-0.008014724589884281,5.081265,8.406841
Bible (KJV),0.01806824281811714,6.2931457,7.240792
Bible (KJV),0.09772630035877228,12.77198,-3.188676
Bible (KJV),0.08544653654098511,11.719543,3.8600063
Bible (KJV),0.11947892606258392,13.515863,4.128179
Bible (KJV),0.03004278801381588,11.683845,4.790884
Bible (KJV),-0.023374248296022415,-10.156479,17.49666
Bible (KJV),0.03170298412442207,-1.3332694,-5.530579
Bible (KJV),0.0018132943660020828,8.863404,0.9054298
Bible (KJV),-0.047449421137571335,7.0340757,7.0085087
Bible (KJV),0.13066482543945312,12.501743,-2.831749
Bible (KJV),0.09912268817424774,10.955637,-5.4403396
Bible (KJV),0.12775982916355133,8.666536,-8.985643
Bible (KJV),0.1382136195898056,-4.1617007,0.32328802
Bible (KJV),0.17535141110420227,5.9328027,-6.3318014
Bible (KJV),0.16507861018180847,11.607701,-26.750927
Bible (KJV),0.11726810783147812,4.910611,-5.282935
Bible (KJV),0.06402252614498138,10.263689,-5.5308347
Bible (KJV),0.05585460364818573,-11.850341,18.570057
Bible (KJV),0.20748990774154663,12.687588,-7.2735276
Bible (KJV),0.12934710085391998,-22.126951,-13.197018
Bible (KJV),0.1048407182097435,-22.414011,-11.952729
Bible (KJV),0.11242247372865677,-21.805183,-12.534256
Torah (JPS 1917),0.05943865701556206,-17.434155,-2.3914554
Torah (JPS 1917),0.07977461069822311,-18.473251,-1.304342
Torah (JPS 1917),0.0940767303109169,-18.445734,-1.9543061
Torah (JPS 1917),0.09604383260011673,-16.869215,-2.0875564
Torah (JPS 1917),0.12246952950954437,-16.092312,-1.4236182
Torah (JPS 1917),0.05511317402124405,-18.433565,-2.768145
Torah (JPS 1917),0.07257197797298431,-15.387036,-0.9812582
Torah (JPS 1917),0.04779675975441933,-1.6711974,13.721114
Torah (JPS 1917),-0.039020128548145294,-2.0767267,14.623829
Torah (JPS 1917),0.05649409070611,-4.3600187,14.873696
Torah (JPS 1917),0.1523381769657135,-3.653234,-4.71485
Torah (JPS 1917),0.13535401225090027,14.271549,17.510838
Torah (JPS 1917),0.06176603585481644,-2.0917656,18.950373
Torah (JPS 1917),0.12965397536754608,-2.559181,18.892796
Torah (JPS 1917),0.032771311700344086,-6.0327783,18.928022
Torah (JPS 1917),0.03962567076086998,-3.9422178,11.748083
Torah (JPS 1917),0.09892190992832184,-2.591698,11.829322
Torah (JPS 1917),0.06061237305402756,-3.9242837,18.81758
Torah (JPS 1917),0.0621565505862236,-5.750358,18.440325
Torah (JPS 1917),-0.07198263704776764,-4.4107695,20.444645
Torah (JPS 1917),-0.015017341822385788,-3.9170108,21.219816
Torah (JPS 1917),0.2169194370508194,-10.447741,19.094496
Torah (JPS 1917),0.08315753936767578,-9.190707,18.854689
Torah (JPS 1917),0.13051769137382507,-7.790725,18.129728
Torah (JPS 1917),0.02147883176803589,-8.347263,19.416603
Torah (JPS 1917),0.10592468827962875,5.1802573,20.928019
Torah (JPS 1917),0.13393409550189972,-0.36141297,19.934914
Torah (JPS 1917),0.008599035441875458,-4.811918,19.683832
Torah (JPS 1917),0.07370954006910324,-10.246203,20.980938
Torah (JPS 1917),0.0030544940382242203,0.45586827,20.055424
Torah (JPS 1917),0.15213359892368317,5.2945037,16.980633
Torah (JPS 1917),0.06715583056211472,9.0426445,19.123625
Torah (JPS 1917),0.0002849521115422249,8.783093,20.382141
Torah (JPS 1917),0.06724715977907181,-24.770529,4.7162123
Torah (JPS 1917),-0.013921206817030907,8.047199,21.210348
Torah (JPS 1917),0.04605213552713394,-14.575995,-10.239276
Torah (JPS 1917),0.03193265572190285,8.307131,20.948566
Torah (JPS 1917),0.16209828853607178,8.056168,17.257122
Torah (JPS 1917),-0.006226599216461182,6.844242,17.506403
Torah (JPS 1917),0.13223323225975037,11.159348,21.024445
Torah (JPS 1917),0.1568875014781952,8.198612,15.106336
Torah (JPS 1917),0.07707513868808746,9.383281,16.302458
Torah (JPS 1917),0.07623577117919922,4.972606,18.11892
Torah (JPS 1917),0.16172672808170319,3.7978323,19.022137
Torah (JPS 1917),0.07203319668769836,4.144376,21.268984
Torah (JPS 1917),0.1043599471449852,6.1430387,19.229866
Torah (JPS 1917),0.2056342363357544,6.612104,15.054403
Torah (JPS 1917),0.05737187713384628,4.8606853,18.524643
Torah (JPS 1917),0.006517358124256134,5.5101233,19.082058
Torah (JPS 1917),0.05555634945631027,2.4027138,20.026348
Torah (JPS 1917),0.05789124220609665,6.6990237,9.708661
Torah (JPS 1917),0.09173239767551422,1.9777648,14.206195
Torah (JPS 1917),0.016260791569948196,7.0015974,11.876119
Torah (JPS 1917),0.06777758151292801,-13.273538,12.642265
Torah (JPS 1917),-0.0025019943714141846,-16.212784,6.212721
Torah (JPS 1917),0.07888413220643997,-16.740934,5.257437
Torah (JPS 1917),0.0972481444478035,-16.070684,6.5297647
Torah (JPS 1917),0.0708603635430336,-10.412904,-2.3024988
Torah (JPS 1917),0.07940155267715454,4.432936,14.04353
Torah (JPS 1917),0.048155561089515686,0.49806684,11.960135
Torah (JPS 1917),0.10850290954113007,3.7516267,13.448452
Torah (JPS 1917),0.0014768987894058228,2.6393085,13.065042
Torah (JPS 1917),0.07004958391189575,5.024479,11.893686
Torah (JPS 1917),0.048593778163194656,0.58719224,11.35956
Torah (JPS 1917),0.06843990087509155,1.0174694,14.099676
Torah (JPS 1917),0.14433252811431885,6.371398,16.129393
Torah (JPS 1917),0.11936628818511963,10.9938965,12.28464
Torah (JPS 1917),-0.03570668399333954,1.9795079,15.925203
Torah (JPS 1917),0.12957440316677094,-16.070278,11.511517
Torah (JPS 1917),0.014747558161616325,-9.780296,10.988867
Torah (JPS 1917),0.08437827229499817,-11.762116,9.166358
Torah (JPS 1917),0.0722491517663002,-7.840925,5.640763
Torah (JPS 1917),0.07124345004558563,-10.986655,10.5168705
Torah (JPS 1917),0.06059350073337555,-9.58868,10.2980795
Torah (JPS 1917),0.10504095256328583,-13.2254505,8.812648
Torah (JPS 1917),0.196205273270607,-13.152959,9.4265375
Torah (JPS 1917),-0.017217537388205528,-14.360415,8.640925
Torah (JPS 1917),0.13110417127609253,-12.101557,9.539829
Torah (JPS 1917),-0.03906496986746788,-15.228355,10.315804
Torah (JPS 1917),0.1735483705997467,1.3170419,-3.2225118
Torah (JPS 1917),0.1381336748600006,0.81612164,-3.5579462
Torah (JPS 1917),0.15965387225151062,-10.65787,12.537683
Torah (JPS 1917),0.12124229967594147,-11.286611,13.220142
Torah (JPS 1917),0.0951147973537445,-12.059029,6.3857965
Torah (JPS 1917),0.05881888046860695,-8.752011,8.257173
Torah (JPS 1917),0.2928374111652374,-0.9241644,-24.61983
Torah (JPS 1917),0.25914961099624634,8.095235,-6.507101
Torah (JPS 1917),0.06374754756689072,-17.545885,19.296455
Torah (JPS 1917),0.019429434090852737,-17.785854,19.330574
Torah (JPS 1917),0.17132413387298584,-7.2517686,11.432712
Torah (JPS 1917),0.03130948916077614,-8.226091,11.029912
Torah (JPS 1917),0.1967690885066986,-8.130915,-1.6007564
Torah (JPS 1917),0.15929089486598969,-7.080835,-1.6304371
Torah (JPS 1917),0.023411471396684647,-6.494375,9.956901
Torah (JPS 1917),0.05414754897356033,-9.584511,9.619521
Torah (JPS 1917),0.04659636691212654,-7.625571,9.381695
Torah (JPS 1917),0.07725875079631805,-12.294277,15.576951
Torah (JPS 1917),0.09680046141147614,-11.859472,11.4921465
Torah (JPS 1917),0.11632540076971054,-13.733939,10.987664
Torah (JPS 1917),0.01546061784029007,-10.398513,8.069332
Torah (JPS 1917),0.02627464197576046,-9.295713,2.2531035
Torah (JPS 1917),0.03694400191307068,-8.7803335,2.6489587
Torah (JPS 1917),0.028198428452014923,-8.9935465,2.5206742
Torah (JPS 1917),0.12367193400859833,2.9383292,1.0090408
Torah (JPS 1917),0.24596023559570312,-4.5457892,-1.7120413
Torah (JPS 1917),0.2191014289855957,-6.5382257,-2.6466885
Torah (JPS 1917),0.11253486573696136,-8.517744,-10.805792
Torah (JPS 1917),0.13079941272735596,1.2433203,10.979602
Torah (JPS 1917),0.2748921513557434,-15.147322,-14.296297
Torah (JPS 1917),0.2709205150604248,-13.529714,-14.490328
Torah (JPS 1917),0.21801020205020905,-14.324436,-13.7734375
Torah (JPS 1917),0.23057907819747925,-14.70304,-13.512942
Torah (JPS 1917),0.274738609790802,-13.523776,-14.659484
Torah (JPS 1917),0.25595033168792725,7.751396,-6.519807
Torah (JPS 1917),0.21848419308662415,5.2613573,-1.6222744
Torah (JPS 1917),0.16239064931869507,3.5355546,-1.6665448
Quran (Rodwell),0.11340931057929993,4.733592,-27.063297
Quran (Rodwell),0.14573177695274353,8.603724,-22.345808
Quran (Rodwell),-0.048762641847133636,12.169363,-19.354603
Quran (Rodwell),-0.016905877739191055,-5.6063466,25.960232
Quran (Rodwell),0.03119269199669361,-5.1056366,25.91322
Quran (Rodwell),-0.048431381583213806,12.209337,-14.372275
Quran (Rodwell),0.09907163679599762,-23.06909,5.145598
Quran (Rodwell),0.06788032501935959,13.815913,-15.706375
Quran (Rodwell),0.09085312485694885,-21.417658,12.522975
Quran (Rodwell),0.13672398030757904,-21.454193,12.025098
Quran (Rodwell),0.1938016712665558,10.47264,-19.397007
Quran (Rodwell),0.06597935408353806,13.607147,-15.69869
Quran (Rodwell),0.16931423544883728,10.783247,-19.998016
Quran (Rodwell),0.01596667990088463,9.23653,-21.107224
Quran (Rodwell),0.03583122789859772,-22.83806,7.85839
Quran (Rodwell),0.03306816518306732,4.4465227,-25.501575
Quran (Rodwell),0.05355145409703255,6.7778454,-23.840805
Quran (Rodwell),0.04377482831478119,6.04989,-24.917759
Quran (Rodwell),0.10530558228492737,4.510435,-24.73923
Quran (Rodwell),0.06863391399383545,6.3679523,-19.275183
Quran (Rodwell),0.03830484300851822,-4.7851434,-9.363216
Quran (Rodwell),0.12731164693832397,12.704422,9.164679
Quran (Rodwell),0.11121353507041931,1.3640579,-6.4374104
Quran (Rodwell),0.2193530946969986,8.338206,-12.245104
Quran (Rodwell),0.19524726271629333,-2.8366656,-8.589509
Quran (Rodwell),0.10529907047748566,5.047703,-15.221282
Quran (Rodwell),0.1345861554145813,-4.11843,-9.744555
Quran (Rodwell),0.07773457467556,-25.899193,8.1501
Quran (Rodwell),0.17767974734306335,3.4260612,-21.187494
Quran (Rodwell),0.07655225694179535,-25.225685,8.539865
Quran (Rodwell),0.16282303631305695,9.806561,-23.900614
Quran (Rodwell),0.12803438305854797,11.022681,-25.652996
Quran (Rodwell),0.184400737285614,7.5683103,-15.146663
Quran (Rodwell),0.15130490064620972,-10.317648,-7.8874617
Quran (Rodwell),0.1295117437839508,13.637618,-21.491302
Quran (Rodwell),0.03141048550605774,12.0797,-22.31615
Quran (Rodwell),0.0990375280380249,13.085994,-21.344889
Quran (Rodwell),0.19786447286605835,11.848532,-21.321547
Quran (Rodwell),0.22788408398628235,-20.77986,8.999716
Quran (Rodwell),0.01343732699751854,-27.38339,8.505745
Quran (Rodwell),0.123416468501091,8.686966,-17.399446
Quran (Rodwell),0.09500733017921448,-24.004278,7.2353563
Quran (Rodwell),0.11140699684619904,13.771464,-24.237116
Quran (Rodwell),0.08399035781621933,-21.745926,4.2638345
Quran (Rodwell),0.22353196144104004,9.59974,-24.173574
Quran (Rodwell),0.11683347076177597,16.067873,-19.645931
Quran (Rodwell),0.0739525780081749,-3.4389806,-23.721804
Quran (Rodwell),0.03165564686059952,-24.174976,5.8315854
Quran (Rodwell),0.2041766494512558,-2.0774572,-22.945566
Quran (Rodwell),0.33072251081466675,-2.031808,-24.930399
Quran (Rodwell),0.20274952054023743,0.9606652,-23.277971
Quran (Rodwell),0.11475235968828201,-2.3715515,-0.24866344
Quran (Rodwell),0.051319558173418045,15.340764,12.926546
Quran (Rodwell),0.09805078059434891,6.5042853,-20.934938
Quran (Rodwell),0.043323345482349396,7.41184,-20.303717
Quran (Rodwell),0.13727903366088867,8.933218,-25.414171
Quran (Rodwell),0.07019899785518646,9.058547,-20.228
Quran (Rodwell),0.09969591349363327,10.369428,-14.135217
Quran (Rodwell),0.11616645753383636,-9.123399,-6.326042
Quran (Rodwell),-0.003084837459027767,-14.720932,16.173521
Quran (Rodwell),0.17801716923713684,-0.7691443,-12.002412
Quran (Rodwell),0.04527612775564194,-5.0483227,-12.704383
Quran (Rodwell),0.12381050735712051,-6.1014547,-13.609673
Quran (Rodwell),0.19596073031425476,-9.34148,-6.8546724
Quran (Rodwell),0.09895380586385727,3.1334538,-8.809726
Quran (Rodwell),0.07658280432224274,-1.3293432,-11.256962
Quran (Rodwell),0.10789347440004349,-2.362579,-14.024581
Quran (Rodwell),0.08454979956150055,10.597843,-21.710264
Quran (Rodwell),0.10617384314537048,-1.9449371,-10.189579
Quran (Rodwell),0.11996999382972717,-4.936712,-14.730915
Quran (Rodwell),0.15928779542446136,0.89936346,-8.553521
Quran (Rodwell),-0.009106729179620743,-5.6973877,14.7419815
Quran (Rodwell),0.06418414413928986,-2.3502824,-11.88587
Quran (Rodwell),0.22625380754470825,3.5409243,-10.368646
Quran (Rodwell),0.11560805141925812,-8.650706,6.172416
Quran (Rodwell),0.25236648321151733,-5.663665,-11.784601
Quran (Rodwell),0.07352688908576965,-1.6475744,15.721581
Quran (Rodwell),0.12830360233783722,1.1319138,-10.081275
Quran (Rodwell),0.2528902292251587,3.2809317,-21.895872
Quran (Rodwell),0.2502131462097168,4.6233897,-10.476704
Quran (Rodwell),0.12138192355632782,11.415567,-17.077795
Quran (Rodwell),0.10599099099636078,7.4974008,-21.813282
Quran (Rodwell),0.16735251247882843,-3.4507146,-15.001403
Quran (Rodwell),0.188418447971344,3.0491388,-6.044949
Quran (Rodwell),0.1242448091506958,-4.984669,14.359813
Quran (Rodwell),0.038727641105651855,-5.2881455,17.003708
Quran (Rodwell),-0.008139314129948616,5.8169527,-25.004885
Quran (Rodwell),0.044036637991666794,2.879439,16.885056
Quran (Rodwell),0.0641903430223465,2.4975884,-18.361418
Quran (Rodwell),0.171097069978714,-1.4654052,-15.457751
Quran (Rodwell),0.11328420042991638,-26.776855,8.18139
Quran (Rodwell),0.1908811777830124,0.5789138,-14.411475
Quran (Rodwell),0.13017666339874268,-5.228614,-16.13008
Quran (Rodwell),0.09322799742221832,3.2151434,-13.208101
Quran (Rodwell),0.06261047720909119,1.4832947,-12.3363285
Quran (Rodwell),0.18403974175453186,3.1994863,-10.951432
Quran (Rodwell),0.1158924400806427,-0.89417106,-7.687968
Quran (Rodwell),0.14369645714759827,0.29774863,-16.583368
Quran (Rodwell),0.13188454508781433,-0.5343622,-9.420136
Quran (Rodwell),0.07840608060359955,-6.4310045,7.0164933
Quran (Rodwell),0.1008833795785904,-3.9995975,-16.99434
Quran (Rodwell),0.048505544662475586,-4.9211926,15.883485
Quran (Rodwell),0.22143907845020294,6.0978384,-12.0457535
Quran (Rodwell),0.13215850293636322,-4.233803,-13.214962
Quran (Rodwell),0.21975776553153992,1.0736594,-18.356264
Quran (Rodwell),0.07510117441415787,-2.6031713,-12.617549
Quran (Rodwell),0.14822016656398773,-2.6560144,-25.708658
Quran (Rodwell),0.2022472620010376,-5.5981746,-21.52311
Quran (Rodwell),0.10388916730880737,-7.36263,-15.819375
Quran (Rodwell),0.022351443767547607,-18.773178,19.35202
Quran (Rodwell),0.12272210419178009,-2.0568225,-3.328979
Quran (Rodwell),0.02733795903623104,-10.379037,5.1666083
Quran (Rodwell),0.04720325767993927,-9.47641,6.121282
Quran (Rodwell),0.10578466951847076,11.410495,-18.025696
Quran (Rodwell),0.11754201352596283,16.286781,-19.529768
Quran (Rodwell),0.1749003827571869,-5.323965,-21.578363
Quran (Rodwell),0.12709732353687286,-6.338688,-6.00949
Quran (Rodwell),0.19588278234004974,0.24925697,-10.999016
Quran (Rodwell),0.06911971420049667,-1.3994757,-12.817451
Quran (Rodwell),0.14889998733997345,-1.7622718,-18.153486
Quran (Rodwell),-0.0004002675414085388,-11.554093,0.7999423
Quran (Rodwell),0.13416069746017456,1.0078425,-13.372088
Quran (Rodwell),0.11214371770620346,-3.1295185,-16.239044
Quran (Rodwell),0.147606760263443,-3.2750146,-15.50074
Quran (Rodwell),0.12479624152183533,2.067087,-17.602158
Quran (Rodwell),0.04675127565860748,-3.618089,-10.396507
Quran (Rodwell),0.13516895473003387,3.0060883,-14.692187
Quran (Rodwell),0.039124488830566406,5.0490527,-13.920336
Quran (Rodwell),0.15475085377693176,-7.326568,-21.040417
Quran (Rodwell),0.1906706690788269,0.14196025,-19.161524
Quran (Rodwell),0.09159813821315765,0.06757603,-16.537138
Quran (Rodwell),0.12256524711847305,-1.1811758,-14.176109
Quran (Rodwell),0.13026106357574463,3.6693218,-16.341099
Quran (Rodwell),0.05237777158617973,2.7121272,-13.898435
Quran (Rodwell),0.13779209554195404,-5.7487655,-6.6746645
Quran (Rodwell),0.07758784294128418,-0.07359585,-13.303975
Quran (Rodwell),0.07612300664186478,1.648231,-15.406865
Quran (Rodwell),0.20255190134048462,3.1653867,-16.42895
Quran (Rodwell),0.08068404346704483,3.8698988,-18.240057
Quran (Rodwell),0.11024559289216995,4.5979705,-17.14816
Quran (Rodwell),0.2275715172290802,7.82491,-18.0781
Quran (Rodwell),0.19855210185050964,7.1625123,-16.560974
Quran (Rodwell),0.18279236555099487,7.3223805,-17.30316
Quran (Rodwell),0.11667494475841522,7.740937,-19.52213
Quran (Rodwell),0.22076311707496643,-2.124395,-23.245884
Quran (Rodwell),0.1019320860505104,-21.754858,-12.463792
